script_id,clearance_status
SC-2482,CLEARED
SC-2483,CLEARED
SC-2484,CLEARED
SC-2485,CLEARED
SC-2486,CLEARED
SC-2487,CLEARED
SC-2488,CLEARED
SC-2489,CLEARED
SC-2490,CLEARED
SC-2491,CLEARED
SC-2492,CLEARED
SC-2493,CLEARED
SC-2494,CLEARED
SC-2495,CLEARED
