script_id,is_verbatim_testimony,uses_negation_pivot,has_scripture_ref,scripture_cited,runtime_minutes,opening_line,body_excerpt,scripture_text
SC-1484,False,False,False,False,6,It's not a setback. It's a setup for the work ahead.,Standard content.,
SC-1485,False,False,False,False,6,Standard content.,It's not a setback. It's a setup for the work ahead.,
SC-1486,True,True,False,False,6,It's not a setback. It's a setup for the work ahead.,Standard content.,
SC-1487,True,True,False,False,6,It's not a setback. It's a setup for the work ahead.,Standard content.,
SC-1488,False,False,False,False,6,That is not the end. It is the start of something new.,Standard content.,
SC-1489,False,False,False,False,6,Standard content.,That is not the end. It is the start of something new.,
SC-1490,True,True,False,False,6,That is not the end. It is the start of something new.,Standard content.,
SC-1491,True,True,False,False,6,That is not the end. It is the start of something new.,Standard content.,
SC-1492,False,False,False,False,6,It's not luck. It's the grace we keep naming.,Standard content.,
SC-1493,False,False,False,False,6,Standard content.,It's not luck. It's the grace we keep naming.,
SC-1494,True,True,False,False,6,It's not luck. It's the grace we keep naming.,Standard content.,
SC-1495,True,True,False,False,6,It's not luck. It's the grace we keep naming.,Standard content.,
SC-1496,False,False,False,False,6,That's not optional. It's required prep.,Standard content.,
SC-1497,False,False,False,False,6,Standard content.,That's not optional. It's required prep.,
SC-1498,True,True,False,False,6,That's not optional. It's required prep.,Standard content.,
SC-1499,True,True,False,False,6,That's not optional. It's required prep.,Standard content.,
SC-1500,False,False,False,False,6,That's not the plan. It's a draft we already cut.,Standard content.,
SC-1501,False,False,False,False,6,Standard content.,That's not the plan. It's a draft we already cut.,
SC-1502,True,True,False,False,6,That's not the plan. It's a draft we already cut.,Standard content.,
SC-1503,True,True,False,False,6,That's not the plan. It's a draft we already cut.,Standard content.,
SC-1504,False,False,False,False,6,That's X. It's Y.,Standard content.,
SC-1505,False,False,False,False,6,That's not X.,Standard content.,
SC-1506,False,False,False,False,6,It's not X or Y.,Standard content.,
SC-1507,False,False,False,False,6,"X, not Y.",Standard content.,
SC-1508,False,False,False,False,6,"That is X, that is not Y.",Standard content.,
SC-1509,False,False,False,False,6,Not X but Y.,Standard content.,
SC-1510,False,False,False,False,6,"Instead of X, Y.",Standard content.,
SC-1511,False,False,False,False,6,"Rather than X, Y.",Standard content.,
SC-1512,False,False,False,False,6,That's not X and not Y.,Standard content.,
SC-1513,False,False,False,False,6,This is not X. This is Y.,Standard content.,
SC-1514,False,False,False,False,6,That not X. Its Y.,Standard content.,
SC-1515,False,False,False,False,6,Thats not X. Its Y.,Standard content.,
SC-1516,False,False,False,False,6,That's not X. That's Y.,Standard content.,
SC-1517,False,False,False,False,6,"Is it X? No, it's Y.",Standard content.,
SC-1518,False,False,False,False,6,"X, but not Y.",Standard content.,
SC-1519,False,False,False,False,6,That's aren't X. It's Y.,Standard content.,
SC-1520,False,False,False,False,6,That's not X — and that's fine.,Standard content.,
SC-1521,False,False,False,False,6,It's not X.,Standard content.,
SC-1522,False,False,False,False,6,That is not X.,Standard content.,
SC-1523,False,False,False,False,6,That's not X.,Standard content.,
SC-1524,False,False,False,False,6,Standard content with no rhetoric.,Standard content.,
SC-1525,False,False,False,False,6,Keep the tone procedural.,Standard content.,
SC-1526,False,False,False,False,6,A calm pastoral opening.,Standard content.,
SC-1527,False,False,False,False,6,Board vote recap.,Standard content.,
SC-1528,False,False,False,False,6,Housekeeping brief.,Standard content.,
SC-1529,False,False,False,False,6,Standard content.,Standard content.,
SC-1530,False,False,False,False,6,Extended format walkthrough.,Standard content.,
SC-1531,False,False,False,False,6,Procedural closer.,Standard content.,
SC-1532,False,False,False,False,6,Quiet pastoral note.,Standard content.,
SC-1533,False,False,False,False,6,Standard closer.,Standard content.,
SC-1534,False,False,False,False,6,A brief wrap.,Standard content.,
SC-1535,False,False,False,False,6,Extended teaching block.,Standard content.,
SC-1536,False,False,False,False,6,Guest voice segment.,Standard content.,
SC-1537,False,False,False,False,6,Volunteer coordination.,Standard content.,
SC-1538,False,False,False,False,6,Standard content.,Standard content.,
SC-1539,False,False,False,False,6,Standard content.,Standard content.,
SC-1540,False,False,False,False,6,Standard content.,Standard content.,
SC-1541,False,False,False,False,6,Standard content.,Standard content.,
SC-1542,False,False,False,False,6,Standard content.,Standard content.,
SC-1543,False,False,False,False,6,Standard content.,Standard content.,
SC-1544,False,False,False,False,6,Standard content.,Standard content.,
SC-1545,False,False,False,False,6,Standard content.,Standard content.,
SC-1546,False,False,False,False,6,Standard content.,Standard content.,
SC-1547,False,False,False,False,6,Standard content.,Standard content.,
SC-1548,False,False,False,False,6,Standard content.,Standard content.,
SC-1549,False,False,False,False,6,Standard content.,Standard content.,
SC-1550,False,False,False,False,6,Standard content.,Standard content.,
SC-1551,False,False,False,False,6,Standard content.,Standard content.,
SC-1552,False,False,False,False,6,Standard content.,Standard content.,
SC-1553,False,False,False,False,6,Standard content.,Standard content.,
SC-1554,False,False,False,False,6,Standard content.,Standard content.,
SC-1555,False,False,False,False,6,Standard content.,Standard content.,
SC-1556,False,False,False,False,6,Standard content.,Standard content.,
SC-1557,False,False,False,False,6,Standard content.,Standard content.,
SC-1558,False,False,False,False,6,Standard content.,Standard content.,
SC-1559,False,False,False,False,6,Standard content.,Standard content.,
SC-1560,False,False,False,False,6,Standard content.,Standard content.,
SC-1561,False,False,False,False,6,Standard content.,Standard content.,
SC-1562,False,False,False,False,6,Standard content.,Standard content.,
SC-1563,False,False,False,False,6,Standard content.,Standard content.,
SC-1564,False,False,False,False,6,Standard content.,Standard content.,
SC-1565,False,False,False,False,6,Standard content.,Standard content.,
SC-1566,False,False,False,False,6,Standard content.,Standard content.,
SC-1567,False,False,False,False,6,Standard content.,Standard content.,
SC-1568,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1569,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1570,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1571,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1572,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1573,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1574,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1575,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1576,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1577,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1578,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1579,False,False,True,False,6,That's not X. It's Y.,Standard content.,
SC-1580,False,False,True,True,6,That's not X. It's Y.,Standard content.,Matthew 5:3
SC-1581,False,False,True,True,6,That's not X. It's Y.,Standard content.,Matthew 6:9
SC-1582,False,False,True,True,6,That's not X. It's Y.,Standard content.,Mark 16:6
SC-1583,False,False,True,True,6,That's not X. It's Y.,Standard content.,Luke 15:4
SC-1584,False,False,True,True,6,That's not X. It's Y.,Standard content.,John 3:16
SC-1585,False,False,True,True,6,That's not X. It's Y.,Standard content.,John 14:6
SC-1586,False,False,True,True,6,That's not X. It's Y.,Standard content.,Acts 2:1
SC-1587,False,False,True,True,6,That's not X. It's Y.,Standard content.,Romans 8:28
SC-1588,False,False,True,True,6,That's not X. It's Y.,Standard content.,Romans 12:1
SC-1589,False,False,True,True,6,That's not X. It's Y.,Standard content.,1 Corinthians 13:1
SC-1590,False,False,True,True,6,That's not X. It's Y.,Standard content.,2 Corinthians 5:17
SC-1591,False,False,True,True,6,That's not X. It's Y.,Standard content.,Galatians 5:22
SC-1592,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1593,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1594,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1595,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1596,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1597,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1598,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1599,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1600,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1601,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1602,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1603,False,False,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1604,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1605,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1606,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1607,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1608,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1609,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1610,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1611,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1612,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1613,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1614,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1615,False,False,False,False,6,That's not X. It's Y.,Standard content.,
SC-1616,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1617,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1618,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1619,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1620,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1621,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1622,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1623,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1624,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1625,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1626,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1627,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1628,True,True,True,True,6,That's not X. It's Y.,Standard content.,Ephesians 2:8
SC-1629,True,True,True,True,6,That's not X. It's Y.,Standard content.,Philippians 4:13
SC-1630,True,True,True,True,6,That's not X. It's Y.,Standard content.,Hebrews 11:1
SC-1631,True,True,True,True,6,That's not X. It's Y.,Standard content.,James 1:5
SC-1632,True,True,True,True,6,That's not X. It's Y.,Standard content.,Revelation 21:4
SC-1633,True,True,True,True,6,That's not X. It's Y.,Standard content.,Genesis 1:1
SC-1634,True,True,True,True,6,That's not X. It's Y.,Standard content.,Genesis 3:15
SC-1635,True,True,True,True,6,That's not X. It's Y.,Standard content.,Exodus 20:3
SC-1636,True,True,True,True,6,That's not X. It's Y.,Standard content.,Psalms 23:1
SC-1637,True,True,True,True,6,That's not X. It's Y.,Standard content.,Psalms 91:1
SC-1638,True,True,True,True,6,That's not X. It's Y.,Standard content.,Psalms 51:10
SC-1639,True,True,True,True,6,That's not X. It's Y.,Standard content.,Proverbs 3:5
SC-1640,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1641,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1642,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1643,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1644,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1645,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1646,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1647,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1648,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1649,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1650,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1651,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1652,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1653,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1654,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1655,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1656,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1657,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1658,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1659,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1660,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1661,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1662,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1663,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1664,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1665,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1666,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1667,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1668,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1669,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1670,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1671,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1672,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1673,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1674,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1675,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1676,True,True,True,True,6,That's not X. It's Y.,Standard content.,Isaiah 53:5
SC-1677,True,True,True,True,6,That's not X. It's Y.,Standard content.,Matthew 5:3
SC-1678,True,True,True,True,6,That's not X. It's Y.,Standard content.,Matthew 6:9
SC-1679,True,True,True,True,6,That's not X. It's Y.,Standard content.,Mark 16:6
SC-1680,True,True,True,True,6,That's not X. It's Y.,Standard content.,Luke 15:4
SC-1681,True,True,True,True,6,That's not X. It's Y.,Standard content.,John 3:16
SC-1682,True,True,True,True,6,That's not X. It's Y.,Standard content.,John 14:6
SC-1683,True,True,True,True,6,That's not X. It's Y.,Standard content.,Acts 2:1
SC-1684,True,True,True,True,6,That's not X. It's Y.,Standard content.,Romans 8:28
SC-1685,True,True,True,True,6,That's not X. It's Y.,Standard content.,Romans 12:1
SC-1686,True,True,True,True,6,That's not X. It's Y.,Standard content.,1 Corinthians 13:1
SC-1687,True,True,True,True,6,That's not X. It's Y.,Standard content.,2 Corinthians 5:17
SC-1688,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1689,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1690,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1691,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1692,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1693,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1694,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1695,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1696,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1697,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1698,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1699,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1700,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1701,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1702,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1703,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1704,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1705,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1706,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1707,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1708,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1709,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1710,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1711,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1712,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1713,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1714,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1715,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1716,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1717,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1718,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1719,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1720,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1721,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1722,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1723,False,False,True,False,6,It's not X. It's Y.,Standard content.,
SC-1724,False,False,True,True,6,It's not X. It's Y.,Standard content.,Galatians 5:22
SC-1725,False,False,True,True,6,It's not X. It's Y.,Standard content.,Ephesians 2:8
SC-1726,False,False,True,True,6,It's not X. It's Y.,Standard content.,Philippians 4:13
SC-1727,False,False,True,True,6,It's not X. It's Y.,Standard content.,Hebrews 11:1
SC-1728,False,False,True,True,6,It's not X. It's Y.,Standard content.,James 1:5
SC-1729,False,False,True,True,6,It's not X. It's Y.,Standard content.,Revelation 21:4
SC-1730,False,False,True,True,6,It's not X. It's Y.,Standard content.,Genesis 1:1
SC-1731,False,False,True,True,6,It's not X. It's Y.,Standard content.,Genesis 3:15
SC-1732,False,False,True,True,6,It's not X. It's Y.,Standard content.,Exodus 20:3
SC-1733,False,False,True,True,6,It's not X. It's Y.,Standard content.,Psalms 23:1
SC-1734,False,False,True,True,6,It's not X. It's Y.,Standard content.,Psalms 91:1
SC-1735,False,False,True,True,6,It's not X. It's Y.,Standard content.,Psalms 51:10
SC-1736,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1737,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1738,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1739,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1740,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1741,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1742,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1743,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1744,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1745,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1746,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1747,False,False,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1748,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1749,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1750,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1751,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1752,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1753,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1754,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1755,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1756,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1757,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1758,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1759,False,False,False,False,6,It's not X. It's Y.,Standard content.,
SC-1760,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1761,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1762,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1763,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1764,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1765,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1766,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1767,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1768,True,True,True,False,8,That's not X. It's Y.,Standard content.,
SC-1769,True,True,True,False,8,That's not X. It's Y.,Standard content.,
SC-1770,True,True,True,False,8,It's not X. It's Y.,Standard content.,
SC-1771,True,True,True,False,8,It's not X. It's Y.,Standard content.,
SC-1772,True,True,True,True,8,That's not X. It's Y.,Standard content.,Proverbs 3:5
SC-1773,True,True,True,True,8,That's not X. It's Y.,Standard content.,Isaiah 53:5
SC-1774,True,True,True,True,8,It's not X. It's Y.,Standard content.,Matthew 5:3
SC-1775,True,True,True,True,8,It's not X. It's Y.,Standard content.,Matthew 6:9
SC-1776,True,True,yes,False,8,That's not X. It's Y.,Standard content.,
SC-1777,True,True,yes,False,8,That's not X. It's Y.,Standard content.,
SC-1778,True,True,yes,False,8,It's not X. It's Y.,Standard content.,
SC-1779,True,True,yes,False,8,It's not X. It's Y.,Standard content.,
SC-1780,True,True,False,False,8,That's not X. It's Y.,Standard content.,
SC-1781,True,True,False,False,8,That's not X. It's Y.,Standard content.,
SC-1782,True,True,False,False,8,It's not X. It's Y.,Standard content.,
SC-1783,True,True,False,False,8,It's not X. It's Y.,Standard content.,
SC-1784,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1785,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1786,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1787,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1788,True,True,True,True,6,That's not X. It's Y.,Standard content.,Mark 16:6
SC-1789,True,True,True,True,6,That's not X. It's Y.,Standard content.,Luke 15:4
SC-1790,True,True,True,True,6,It's not X. It's Y.,Standard content.,John 3:16
SC-1791,True,True,True,True,6,It's not X. It's Y.,Standard content.,John 14:6
SC-1792,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1793,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1794,True,True,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1795,True,True,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1796,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1797,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1798,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1799,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1800,True,True,True,False,5,That's not X. It's Y.,Standard content.,
SC-1801,True,True,True,False,5,That's not X. It's Y.,Standard content.,
SC-1802,True,True,True,False,5,It's not X. It's Y.,Standard content.,
SC-1803,True,True,True,False,5,It's not X. It's Y.,Standard content.,
SC-1804,True,True,True,True,5,That's not X. It's Y.,Standard content.,Acts 2:1
SC-1805,True,True,True,True,5,That's not X. It's Y.,Standard content.,Romans 8:28
SC-1806,True,True,True,True,5,It's not X. It's Y.,Standard content.,Romans 12:1
SC-1807,True,True,True,True,5,It's not X. It's Y.,Standard content.,1 Corinthians 13:1
SC-1808,True,True,yes,False,5,That's not X. It's Y.,Standard content.,
SC-1809,True,True,yes,False,5,That's not X. It's Y.,Standard content.,
SC-1810,True,True,yes,False,5,It's not X. It's Y.,Standard content.,
SC-1811,True,True,yes,False,5,It's not X. It's Y.,Standard content.,
SC-1812,True,True,False,False,5,That's not X. It's Y.,Standard content.,
SC-1813,True,True,False,False,5,That's not X. It's Y.,Standard content.,
SC-1814,True,True,False,False,5,It's not X. It's Y.,Standard content.,
SC-1815,True,True,False,False,5,It's not X. It's Y.,Standard content.,
SC-1816,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1817,True,True,True,False,6,That's not X. It's Y.,Standard content.,
SC-1818,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1819,True,True,True,False,6,It's not X. It's Y.,Standard content.,
SC-1820,True,True,True,True,6,That's not X. It's Y.,Standard content.,2 Corinthians 5:17
SC-1821,True,True,True,True,6,That's not X. It's Y.,Standard content.,Galatians 5:22
SC-1822,True,True,True,True,6,It's not X. It's Y.,Standard content.,Ephesians 2:8
SC-1823,True,True,True,True,6,It's not X. It's Y.,Standard content.,Philippians 4:13
SC-1824,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1825,True,True,yes,False,6,That's not X. It's Y.,Standard content.,
SC-1826,True,True,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1827,True,True,yes,False,6,It's not X. It's Y.,Standard content.,
SC-1828,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1829,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1830,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1831,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1832,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1833,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1834,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1835,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1836,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1837,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1838,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1839,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1840,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1841,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1842,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1843,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1844,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1845,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1846,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1847,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1848,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1849,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1850,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1851,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1852,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1853,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1854,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1855,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1856,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1857,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1858,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1859,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1860,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1861,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1862,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1863,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1864,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1865,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1866,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1867,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1868,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1869,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1870,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1871,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1872,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1873,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1874,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1875,True,True,False,False,6,It's not X. It's Y.,Standard content.,
SC-1876,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1877,True,True,False,False,6,That's not X. It's Y.,Standard content.,
SC-1878,True,True,False,False,6,It's not X. It's Y.,Standard content.,
