script_id,finding
SC-1854,ON_HOLD
SC-1855,ON_HOLD
SC-1856,ON_HOLD
SC-1857,ON_HOLD
SC-1858,ON_HOLD
SC-1859,ON_HOLD
SC-1860,ON_HOLD
SC-1861,ON_HOLD
SC-1862,ON_HOLD
SC-1863,ON_HOLD
SC-1864,ON_HOLD
SC-1865,ON_HOLD
SC-1866,ON_HOLD
SC-1867,ON_HOLD
SC-1868,ON_HOLD
SC-1869,ON_HOLD
SC-1870,ON_HOLD
SC-1871,ON_HOLD
SC-1872,ON_HOLD
SC-1873,ON_HOLD
SC-1874,ON_HOLD
SC-1875,ON_HOLD
SC-1876,ON_HOLD
SC-1877,ON_HOLD
SC-1878,ON_HOLD
SC-1879,ON_HOLD
SC-1880,RETIRED
SC-1881,RETIRED
SC-1882,RETIRED
SC-1883,RETIRED
SC-1884,RETIRED
SC-1885,RETIRED
SC-1886,RETIRED
SC-1887,RETIRED
SC-1888,RETIRED
SC-1889,RETIRED
SC-1890,RETIRED
SC-1891,RETIRED
SC-1892,RETIRED
SC-1893,RETIRED
SC-1894,RETIRED
SC-1895,RETIRED
SC-1896,OUT_OF_WINDOW
SC-1897,OUT_OF_WINDOW
SC-1898,OUT_OF_WINDOW
SC-1899,OUT_OF_WINDOW
SC-1900,NEGATION_PIVOT_USED
SC-1901,none
SC-1902,NEGATION_PIVOT_USED
SC-1903,none
SC-1904,NEGATION_PIVOT_USED
SC-1905,none
SC-1906,NEGATION_PIVOT_USED
SC-1907,none
SC-1908,NEGATION_PIVOT_USED
SC-1909,none
SC-1910,NEGATION_PIVOT_USED
SC-1911,none
SC-1912,OUT_OF_WINDOW
SC-1913,OUT_OF_WINDOW
SC-1914,OUT_OF_WINDOW
SC-1915,OUT_OF_WINDOW
SC-1916,NEGATION_PIVOT_USED
SC-1917,none
SC-1918,NEGATION_PIVOT_USED
SC-1919,none
SC-1920,NEGATION_PIVOT_USED
SC-1921,none
SC-1922,NEGATION_PIVOT_USED
SC-1923,none
SC-1924,NEGATION_PIVOT_USED
SC-1925,none
SC-1926,NEGATION_PIVOT_USED
SC-1927,none
SC-1928,RETIRED
SC-1929,RETIRED
SC-1930,RETIRED
SC-1931,RETIRED
SC-1932,RETIRED
SC-1933,RETIRED
SC-1934,RETIRED
SC-1935,RETIRED
SC-1936,RETIRED
SC-1937,RETIRED
SC-1938,RETIRED
SC-1939,RETIRED
SC-1940,RETIRED
SC-1941,RETIRED
SC-1942,RETIRED
SC-1943,RETIRED
SC-1944,OUT_OF_WINDOW
SC-1945,OUT_OF_WINDOW
SC-1946,OUT_OF_WINDOW
SC-1947,OUT_OF_WINDOW
SC-1948,NEGATION_PIVOT_USED
SC-1949,none
SC-1950,NEGATION_PIVOT_USED
SC-1951,none
SC-1952,NEGATION_PIVOT_USED
SC-1953,none
SC-1954,NEGATION_PIVOT_USED
SC-1955,none
SC-1956,NEGATION_PIVOT_USED
SC-1957,none
SC-1958,NEGATION_PIVOT_USED
SC-1959,none
SC-1960,OUT_OF_WINDOW
SC-1961,OUT_OF_WINDOW
SC-1962,OUT_OF_WINDOW
SC-1963,OUT_OF_WINDOW
SC-1964,NEGATION_PIVOT_USED
SC-1965,none
SC-1966,NEGATION_PIVOT_USED
SC-1967,none
SC-1968,NEGATION_PIVOT_USED
SC-1969,none
SC-1970,NEGATION_PIVOT_USED
SC-1971,none
SC-1972,NEGATION_PIVOT_USED
SC-1973,none
SC-1974,NEGATION_PIVOT_USED
SC-1975,none
SC-1976,ON_HOLD
SC-1977,ON_HOLD
SC-1978,ON_HOLD
SC-1979,ON_HOLD
SC-1980,ON_HOLD
SC-1981,ON_HOLD
SC-1982,ON_HOLD
SC-1983,ON_HOLD
SC-1984,ON_HOLD
SC-1985,ON_HOLD
SC-1986,ON_HOLD
SC-1987,ON_HOLD
SC-1988,ON_HOLD
SC-1989,ON_HOLD
SC-1990,ON_HOLD
SC-1991,ON_HOLD
SC-1992,ON_HOLD
SC-1993,ON_HOLD
SC-1994,ON_HOLD
SC-1995,ON_HOLD
SC-1996,ON_HOLD
SC-1997,ON_HOLD
SC-1998,ON_HOLD
SC-1999,ON_HOLD
SC-2000,ON_HOLD
SC-2001,ON_HOLD
SC-2002,ON_HOLD
SC-2003,ON_HOLD
SC-2004,ON_HOLD
SC-2005,ON_HOLD
SC-2006,ON_HOLD
SC-2007,ON_HOLD
SC-2008,RETIRED
SC-2009,RETIRED
SC-2010,RETIRED
SC-2011,RETIRED
SC-2012,RETIRED
SC-2013,RETIRED
SC-2014,RETIRED
SC-2015,RETIRED
SC-2016,RETIRED
SC-2017,RETIRED
SC-2018,RETIRED
SC-2019,RETIRED
SC-2020,RETIRED
SC-2021,RETIRED
SC-2022,RETIRED
SC-2023,RETIRED
SC-2024,OUT_OF_WINDOW
SC-2025,OUT_OF_WINDOW
SC-2026,OUT_OF_WINDOW
SC-2027,OUT_OF_WINDOW
SC-2028,OUT_OF_WINDOW
SC-2029,OUT_OF_WINDOW
SC-2030,OUT_OF_WINDOW
SC-2031,OUT_OF_WINDOW
SC-2032,NEGATION_PIVOT_USED
SC-2033,UNCITED_SCRIPTURE_REF
SC-2034,NEGATION_PIVOT_USED
SC-2035,UNCITED_SCRIPTURE_REF
SC-2036,NEGATION_PIVOT_USED
SC-2037,RUNTIME_OUT_OF_BAND
SC-2038,NEGATION_PIVOT_USED
SC-2039,none
